chart_week.x,current_week,title,performer,last_week,peak_pos,wks_on_chart,chart_week.y,rank,uri,artist_names,source,peak_rank,previous_rank,weeks_on_chart,streams
7/29/2023,128,Counting Stars,OneRepublic,148,96,121,7/27/2023,146,spotify:track:2tpWsVSb9UEmDRxAl1zhX1,OneRepublic,Mosley / Interscope,101,158,119,8498032
7/29/2023,130,PRC,Peso Pluma X Natanael Cano,165,15,25,7/27/2023,161,spotify:track:0cNSq9T5l8gZnpY14rsTR2,"Peso Pluma, Natanael Cano",Double P Records,9,161,26,8142488
7/29/2023,132,Watermelon Sugar,Harry Styles,147,9,146,7/27/2023,121,spotify:track:6UelLqGlWMcVH1E5c4H7lY,Harry Styles,Columbia,4,128,193,9169135
7/29/2023,133,Money Trees,Kendrick Lamar Featuring Jay Rock,140,87,16,7/27/2023,115,spotify:track:2HbKqm4o0w5wEeEFXm2sD4,"Kendrick Lamar, Jay Rock",Aftermath,62,111,28,9358515
7/29/2023,135,Que Vuelvas,Carin Leon X Grupo Frontera,159,34,30,7/27/2023,134,spotify:track:6Um358vY92UBv5DloTRX9L,"Carin Leon, Grupo Frontera",BorderKid Records/Sony Music Latin,36,124,30,8690784
7/29/2023,138,El Merengue,Marshmello & Manuel Turizo,164,103,19,7/27/2023,90,spotify:track:51FvjPEGKq2zByeeEQ43V9,"Marshmello, Manuel Turizo",Sony Music Latin,59,86,21,10281903
7/29/2023,140,Hey Mor,Ozuna Featuring Feid,152,27,40,7/27/2023,85,spotify:track:1zsPaEkglFvxjAhrM8yhpr,"Ozuna, Feid",Aura Music Corp.,14,65,41,10629616
7/29/2023,142,Say Yes To Heaven,Lana Del Rey,145,18,9,7/27/2023,98,spotify:track:6GGtHZgBycCgGBUhZo81xe,Lana Del Rey,Polydor Records,18,97,10,9983292
7/29/2023,147,Mockingbird,Eminem,153,42,40,7/27/2023,112,spotify:track:561jH07mF1jHuk7KlaeF0s,Eminem,Aftermath,24,104,41,9391640
7/29/2023,149,Bones,Imagine Dragons,171,32,71,7/27/2023,111,spotify:track:54ipXppHLA8U4yqpOFTUhr,Imagine Dragons,Kid Ina Korner / Interscope,26,109,72,9398703
7/29/2023,154,No Role Modelz,J. Cole,177,97,106,7/27/2023,118,spotify:track:68Dni7IE4VyPkTOH9mRWHr,J. Cole,Roc Nation Records LLC,76,116,105,9273065
7/29/2023,159,Without Me,Eminem,170,39,93,7/27/2023,138,spotify:track:7lQ8MOhq6IN2w8EYcFNSUk,Eminem,Aftermath,31,144,96,8628213
7/29/2023,162,Ojitos Lindos,Bad Bunny & Bomba Estereo,161,4,63,7/27/2023,130,spotify:track:3k3NWokhRRkEPhCzPmV8TW,"Bad Bunny, Bomba Estéreo",Rimas Entertainment LLC,3,147,64,8824713
7/29/2023,164,Every Breath You Take,The Police,187,107,54,7/27/2023,167,spotify:track:1JSTJqkT5qHq8MDJnJbRE1,The Police,Polydor Records,109,167,88,8029947
7/29/2023,167,Coco Chanel,Eladio Carrion & Bad Bunny,166,22,18,7/27/2023,104,spotify:track:0PB0O24JqAuNdOAFVJljMS,"Eladio Carrion, Bad Bunny",Rimas Entertainment LLC,13,93,19,9724272
7/29/2023,181,Something Just Like This,The Chainsmokers & Coldplay,197,102,119,7/27/2023,183,spotify:track:6RUKPb4LETWmmr3iAEQktW,"The Chainsmokers, Coldplay",Disruptor Records/Columbia,2,-1,191,7783693
7/29/2023,184,Mi Bello Angel,Natanael Cano,193,100,3,7/27/2023,184,spotify:track:1oWkcc7hQdVYPQMyQ6AFov,Natanael Cano,WEA Latina,79,151,4,7768216
7/29/2023,189,Bebe Dame,Fuerza Regida X Grupo Frontera,195,17,29,7/27/2023,196,spotify:track:0IKeDy5bT9G0bA7ZixRT4A,"Fuerza Regida, Grupo Frontera",Rancho Humilde/Street Mob Records,20,191,29,7537535
7/29/2023,192,Radio,Lana Del Rey,199,192,2,7/27/2023,125,spotify:track:0PZ04XgQ14FmKZBg3Gxlhr,Lana Del Rey,Urban,125,133,5,8945474
7/29/2023,193,The Night We Met,Lord Huron,-,193,1,7/27/2023,128,spotify:track:3hRV0jL3vUpRrcy398teAU,Lord Huron,IAMSOUND,55,168,40,8851330
7/29/2023,194,When I Was Your Man,Bruno Mars,-,74,39,7/27/2023,182,spotify:track:0B7wvvmu9EISAwZnOpjhNI,Bruno Mars,Atlantic Records,72,170,48,7861240
8/5/2023,3,Super Shy,NewJeans,5,2,3,8/3/2023,17,spotify:track:5sdQOyqq2IDhvmx2lHOpwd,NewJeans,ADOR,9,9,4,24663154
8/5/2023,5,K-POP,"Travis Scott, Bad Bunny & The Weeknd",-,5,1,8/3/2023,6,spotify:track:5L3ecxQnQ9qTBmnLQiwf0C,"Travis Scott, Bad Bunny, The Weeknd",Cactus Jack/Epic,3,3,2,33693139
8/5/2023,11,Cruel Summer,Taylor Swift,7,3,19,8/3/2023,9,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,Taylor Swift,2,4,26,32124923
8/5/2023,12,ETA,NewJeans,-,12,1,8/3/2023,108,spotify:track:56v8WEnGzLByGsDAXDiv4d,NewJeans,ADOR,38,38,2,10137776
8/5/2023,13,Flowers,Miley Cyrus,8,1,28,8/3/2023,30,spotify:track:4DHcnVTT87F0zZhRPYmZ3B,Miley Cyrus,Columbia,1,18,29,20376588
8/5/2023,14,Last Night,Morgan Wallen,11,5,26,8/3/2023,50,spotify:track:7K3BhSpAxZBznislvUMVtn,Morgan Wallen,Big Loud Records / Mercury Records / Republic Records,14,27,26,14982342
8/5/2023,16,Sprinter,Dave & Central Cee,14,9,8,8/3/2023,18,spotify:track:2FDTHlrBguDzQkp7PVj16Q,"Dave, Central Cee",Neighbourhood / Live Yours,6,11,9,24662199
8/5/2023,19,Ella Baila Sola,Eslabon Armado X Peso Pluma,13,1,19,8/3/2023,29,spotify:track:3qQbCzHBycnDpGskqOWY0E,"Eslabon Armado, Peso Pluma",DEL Records,1,14,20,20676320
8/5/2023,20,Die For You,The Weeknd & Ariana Grande,19,2,73,8/3/2023,62,spotify:track:2LBqCSwhJGcFQeTHMVGwy3,The Weeknd,Universal Republic Records,12,49,77,13814998
8/5/2023,22,Cool With You,NewJeans,-,22,1,8/3/2023,112,spotify:track:02wk5BttM0QL38ERjLPQJB,NewJeans,ADOR,28,28,2,10107287
8/5/2023,23,Fast Car,Luke Combs,21,18,18,8/3/2023,98,spotify:track:1Lo0QY9cvc8sUB2vnIOxDT,Luke Combs,River House Artists/Columbia Nashville,82,82,17,10698148
8/5/2023,25,New Jeans,NewJeans,47,25,3,8/3/2023,89,spotify:track:6rdkCkjk6D12xRpdMXy0I2,NewJeans,ADOR,34,34,4,11095572
8/5/2023,27,As It Was,Harry Styles,20,1,69,8/3/2023,31,spotify:track:4Dvkj6JhhA12EX05fT7y2e,Harry Styles,Columbia,1,19,70,20230545
8/5/2023,28,Columbia,Quevedo,24,24,3,8/3/2023,11,spotify:track:6XbtvPmIpyCbjuT0e8cQtp,Quevedo,Quevedo,8,10,4,29578111
8/5/2023,29,Daylight,David Kushner,22,11,15,8/3/2023,26,spotify:track:1odExI7RdWc4BT515LTAwj,David Kushner,"Miserable Music Group, LLC",5,17,16,20993036
8/5/2023,30,Kill Bill,SZA,23,1,33,8/3/2023,32,spotify:track:1Qrg8KqiBpW07V7PNxwwwL,SZA,Top Dawg Entertainment/RCA Records,1,20,34,19485294
8/5/2023,31,Anti-Hero,Taylor Swift,26,1,40,8/3/2023,52,spotify:track:0V3wPSX9ygBnCm8psDIegu,Taylor Swift,Taylor Swift,1,36,41,14894812
8/5/2023,34,I'm Good (Blue),David Guetta & Bebe Rexha,30,2,48,8/3/2023,58,spotify:track:4uUG5RXrOk84mYEfFvj3cK,"David Guetta, Bebe Rexha",Parlophone UK,2,40,49,14092253
8/5/2023,35,Save Your Tears,The Weeknd & Ariana Grande,37,1,134,8/3/2023,194,spotify:track:5QO79kh1waicV47BqGRL3g,The Weeknd,Republic Records,2,174,138,7956769
8/5/2023,41,Classy 101,Feid x Young Miko,32,17,17,8/3/2023,39,spotify:track:6XSqqQIy7Lm7SnwxS4NrGx,"Feid, Young Miko",UMLE - Latino,8,22,18,17523280
8/5/2023,42,I Ain't Worried,OneRepublic,40,5,60,8/3/2023,65,spotify:track:4fYte8ZvTK14NEhAOZocBi,OneRepublic,Interscope Records,7,46,61,13734835
8/5/2023,43,Like Crazy,Jimin,29,2,18,8/3/2023,47,spotify:track:3Ua0m0YmEjrMi9XErKcNiR,Jimin,BIGHIT MUSIC,15,26,19,15266479
8/5/2023,45,I Can See You (Taylor’s Version) (From The Vault),Taylor Swift,25,4,3,8/3/2023,82,spotify:track:5kHMfzgLZP95O9NBy0ku4v,Taylor Swift,Taylor Swift,4,56,4,11577551
8/5/2023,46,TQG,Karol G x Shakira,42,1,22,8/3/2023,64,spotify:track:0DWdj2oZMBFSzRsi2Cvfzf,"KAROL G, Shakira",Universal Music Latino,1,43,23,13754157
8/5/2023,48,Baby Don't Hurt Me,"David Guetta, Anne-Marie & Coi Leray",48,41,16,8/3/2023,73,spotify:track:3BKD1PwArikchz2Zrlp1qi,"David Guetta, Anne-Marie, Coi Leray",Parlophone UK,48,58,17,12630127
8/5/2023,49,Rush,Troye Sivan,34,34,2,8/3/2023,84,spotify:track:3xIMkM5LgbVDkpO74O3Np3,Troye Sivan,EMI Recorded Music Australia Pty Ltd,31,41,3,11315452
8/5/2023,52,People,Libianca,44,20,28,8/3/2023,102,spotify:track:26b3oVLrRUaaybJulow9kz,Libianca,5K Records Limited,37,75,29,10492214
8/5/2023,56,Karma,Taylor Swift Featuring Ice Spice,52,6,21,8/3/2023,94,spotify:track:7KokYm8cMIXCsGVmUvKtqf,Taylor Swift,Taylor Swift,8,77,23,10869263
8/5/2023,58,TQM,Fuerza Regida,46,15,10,8/3/2023,78,spotify:track:368eeEO3Y2uZUQ6S5oIjcu,Fuerza Regida,Rancho Humilde/Street Mob Records,9,47,11,12443028
8/5/2023,60,Heat Waves,Glass Animals,57,1,134,8/3/2023,91,spotify:track:3USxtqRwSYz57Ewm6wWRMp,Glass Animals,Polydor Records,1,72,136,11014075
8/5/2023,61,Blank Space,Taylor Swift,53,50,50,8/3/2023,55,spotify:track:1u8c2t2Cy7UBoG4ArRcF5g,Taylor Swift,"Big Machine Records, LLC",34,39,86,14230646
8/5/2023,62,Blinding Lights,The Weeknd,54,2,151,8/3/2023,81,spotify:track:0VjIjW4GlUZAMYd2vXMi3b,The Weeknd,Republic Records,1,64,192,11927896
8/5/2023,63,Another Love,Tom Odell,59,14,117,8/3/2023,77,spotify:track:7jtQIBanIiJOMS6RyCx6jZ,Tom Odell,ITNO/Columbia,15,59,121,12492951
8/5/2023,65,Queencard,(G)I-DLE,58,21,11,8/3/2023,176,spotify:track:4uOBL4DDWWVx4RhYKlPbPC,(G)I-DLE,Cube Entertainment,101,149,11,8226725
8/5/2023,67,Someone You Loved,Lewis Capaldi,63,24,151,8/3/2023,100,spotify:track:7qEHsqek33rTcFNT9PFqLf,Lewis Capaldi,Vertigo Berlin,4,87,238,10594562
8/5/2023,68,Makeba,Jain,60,38,8,8/3/2023,159,spotify:track:5JdLUE9D743ob2RtgmVpVx,Jain,Columbia,60,107,8,8598044
8/5/2023,69,Chemical,Post Malone,65,16,15,8/3/2023,43,spotify:track:5w40ZYhbBMAlHYNDaVJIUu,Post Malone,Mercury Records/Republic Records,18,116,16,15669043
8/5/2023,71,Style,Taylor Swift,67,64,19,8/3/2023,59,spotify:track:0ug5NqcwcFR2xrfTkc7k8e,Taylor Swift,"Big Machine Records, LLC",38,44,20,14086393
8/5/2023,72,Los del Espacio,"LIT killah, Maria Becerra, FMK, Rusherking, Duki, Emilia, Tiago pzk & Big One",61,38,8,8/3/2023,70,spotify:track:1Hs1uUl8o2VtDp1DABFq0O,"LIT killah, Tiago PZK, Maria Becerra, Duki, Emilia, Rusherking, Big One, FMK",WEA Latina,19,48,9,13026548
8/5/2023,74,Perfect,Ed Sheeran,73,30,151,8/3/2023,144,spotify:track:0tgVpDi06FyKpA1z0VMD4v,Ed Sheeran,Atlantic Records UK,4,131,333,8961670
8/5/2023,78,Snooze,SZA,75,27,33,8/3/2023,103,spotify:track:4iZ4pt7kvcaH6Yo8UoZ4s2,SZA,Top Dawg Entertainment/RCA Records,32,99,32,10384617
8/5/2023,80,S91,Karol G,43,43,2,8/3/2023,121,spotify:track:7EpOXgSRgnglRWr86pZfGU,KAROL G,Bichota/Interscope Records,59,81,3,9643476
8/5/2023,83,Summertime Sadness,Lana Del Rey vs. Cedric Gervais,84,83,51,8/3/2023,111,spotify:track:1FEiijYPJtyswChfcpv3p0,Lana Del Rey,Urban,91,91,51,10122205
8/5/2023,84,El Azul,Junior H x Peso Pluma,68,23,20,8/3/2023,72,spotify:track:1haJsMtoBhHfvuM7XWuT3W,"Junior H, Peso Pluma",WEA Latina,14,53,23,12697481
8/5/2023,85,Starboy,The Weeknd Featuring Daft Punk,76,34,108,8/3/2023,69,spotify:track:7MXVkk9YMctZqd1Srtv4MB,"The Weeknd, Daft Punk",Universal Republic Records,1,55,148,13099956
8/5/2023,86,Viva La Vida,Coldplay,92,86,49,8/3/2023,93,spotify:track:1mea3bSkSGXuIRvnydlB5b,Coldplay,Parlophone UK,57,68,49,10943463
8/5/2023,90,OMG,NewJeans,90,10,30,8/3/2023,160,spotify:track:65FftemJ1DbbZ45DUfHJXE,NewJeans,ADOR,14,119,31,8558912
8/5/2023,92,Everybody Wants To Rule The World,Tears For Fears,91,91,52,8/3/2023,123,spotify:track:4RvWPyQ5RL0ao9LPZeSouE,Tears For Fears,UMC (Universal Music Catalogue),105,109,47,9558395
8/5/2023,93,La Bachata,Manuel Turizo,82,6,55,8/3/2023,75,spotify:track:3tt9i3Hhzq84dPS8H7iSiJ,Manuel Turizo,Sony Music Latin/La Industria,4,62,57,12536540
8/5/2023,94,Moonlight,Kali Uchis,102,74,19,8/3/2023,74,spotify:track:0JmnkIqdlnUzPaf8sqBRs3,Kali Uchis,Geffen Records,37,57,21,12540124
8/5/2023,96,Sure Thing,Miguel,89,13,32,8/3/2023,188,spotify:track:0JXXNGljqupsJaZsgSbMZV,Miguel,Jive,14,165,34,8029872
8/5/2023,97,Yellow,Coldplay,104,68,120,8/3/2023,86,spotify:track:3AJwUDP919kvQ9QcozQPxg,Coldplay,Parlophone UK,50,66,137,11274199
8/5/2023,98,Believer,Imagine Dragons,83,52,151,8/3/2023,145,spotify:track:0pqnGHJpmpxLKifKRmU6WP,Imagine Dragons,Kid Ina Korner / Interscope,16,133,339,8920066
8/5/2023,100,Primera Cita,Carin Leon,118,100,4,8/3/2023,97,spotify:track:25OeKzcqakFPaJlXHPE5lm,Carin Leon,Socios Music LLC,95,95,5,10698797
8/5/2023,101,I Wanna Be Yours,Arctic Monkeys,97,71,47,8/3/2023,41,spotify:track:5XeFesFbtLpXzIVDNQP22n,Arctic Monkeys,Domino Recording Co,20,25,56,16901606
8/5/2023,104,Riptide,Vance Joy,100,100,98,8/3/2023,114,spotify:track:7yq4Qj7cqayVTp3FF9CWbm,Vance Joy,Atlantic Records,81,84,129,10066041
8/5/2023,111,Me Porto Bonito,Bad Bunny & Chencho Corleone,116,2,64,8/3/2023,116,spotify:track:6Sq7ltF9Qa7SNFBsV5Cogx,"Bad Bunny, Chencho Corleone",Rimas Entertainment LLC,2,88,65,9999715
8/5/2023,112,Shake It Off,Taylor Swift,106,101,19,8/3/2023,184,spotify:track:0cqRj7pUJDkTCEsJkx8snD,Taylor Swift,"Big Machine Records, LLC",143,189,13,8065902
8/5/2023,113,Sweater Weather,The Neighbourhood,119,25,148,8/3/2023,87,spotify:track:2QjOHCTQ1Jl3zawyYOpxh6,The Neighbourhood,Columbia,19,69,153,11251592
8/5/2023,116,Enchanted (Taylor's Version),Taylor Swift,66,11,3,8/3/2023,171,spotify:track:3sW3oSbzsfecv9XoUdGs7h,Taylor Swift,Taylor Swift,9,122,4,8335494
8/5/2023,119,Under The Influence,Chris Brown,120,3,53,8/3/2023,175,spotify:track:5IgjP7X4th6nMNDh4akUHb,Chris Brown,Chris Brown Entertainment/RCA Records,6,156,54,8237543
8/5/2023,120,Lover,Taylor Swift,115,108,18,8/3/2023,117,spotify:track:1dGr1c8CrMLDpV6mPbImSI,Taylor Swift,Taylor Swift,2,108,26,9837736
8/5/2023,124,Angels Like You,Miley Cyrus,114,73,14,8/3/2023,71,spotify:track:1daDRI9ahBonbWD8YcxOIB,Miley Cyrus,RCA Records Label,24,50,20,12988958
8/5/2023,127,Counting Stars,OneRepublic,128,96,122,8/3/2023,156,spotify:track:2tpWsVSb9UEmDRxAl1zhX1,OneRepublic,Mosley / Interscope,101,146,120,8656948
8/5/2023,130,Watermelon Sugar,Harry Styles,132,9,147,8/3/2023,151,spotify:track:6UelLqGlWMcVH1E5c4H7lY,Harry Styles,Columbia,4,121,194,8839936
8/5/2023,131,Tattoo,Loreen,127,15,11,8/3/2023,143,spotify:track:1DmW5Ep6ywYwxc2HMT5BG6,Loreen,Universal Music AB,11,120,12,8988238
8/5/2023,133,Money Trees,Kendrick Lamar Featuring Jay Rock,133,87,17,8/3/2023,150,spotify:track:2HbKqm4o0w5wEeEFXm2sD4,"Kendrick Lamar, Jay Rock",Aftermath,62,115,29,8846950
8/5/2023,137,Yandel 150,Yandel & Feid,121,13,29,8/3/2023,126,spotify:track:4FAKtPVycI4DxoOHC01YqD,"Yandel, Feid",La Leyenda LLC,8,97,30,9525459
8/5/2023,142,PRC,Peso Pluma X Natanael Cano,130,15,26,8/3/2023,191,spotify:track:0cNSq9T5l8gZnpY14rsTR2,"Peso Pluma, Natanael Cano",Double P Records,9,161,27,7977271
8/5/2023,143,Say Yes To Heaven,Lana Del Rey,142,18,10,8/3/2023,119,spotify:track:6GGtHZgBycCgGBUhZo81xe,Lana Del Rey,Polydor Records,18,98,11,9807941
8/5/2023,145,El Merengue,Marshmello & Manuel Turizo,138,103,20,8/3/2023,107,spotify:track:51FvjPEGKq2zByeeEQ43V9,"Marshmello, Manuel Turizo",Sony Music Latin,59,90,22,10172820
8/5/2023,148,Que Vuelvas,Carin Leon X Grupo Frontera,135,34,31,8/3/2023,141,spotify:track:6Um358vY92UBv5DloTRX9L,"Carin Leon, Grupo Frontera",BorderKid Records/Sony Music Latin,36,134,31,9019748
8/5/2023,149,Mockingbird,Eminem,147,42,41,8/3/2023,131,spotify:track:561jH07mF1jHuk7KlaeF0s,Eminem,Aftermath,24,112,42,9355025
8/5/2023,153,Bones,Imagine Dragons,149,32,72,8/3/2023,129,spotify:track:54ipXppHLA8U4yqpOFTUhr,Imagine Dragons,Kid Ina Korner / Interscope,26,111,73,9370451
8/5/2023,154,Ojitos Lindos,Bad Bunny & Bomba Estereo,162,4,64,8/3/2023,163,spotify:track:3k3NWokhRRkEPhCzPmV8TW,"Bad Bunny, Bomba Estéreo",Rimas Entertainment LLC,3,130,65,8490186
8/5/2023,155,No Role Modelz,J. Cole,154,97,107,8/3/2023,139,spotify:track:68Dni7IE4VyPkTOH9mRWHr,J. Cole,Roc Nation Records LLC,76,118,106,9076791
8/5/2023,156,Without Me,Eminem,159,39,94,8/3/2023,161,spotify:track:7lQ8MOhq6IN2w8EYcFNSUk,Eminem,Aftermath,31,138,97,8535107
8/5/2023,164,The Night We Met,Lord Huron,193,164,2,8/3/2023,142,spotify:track:3hRV0jL3vUpRrcy398teAU,Lord Huron,IAMSOUND,55,128,41,8993401
8/5/2023,168,El Cielo,"Sky Rompiendo, Feid & Myke Towers",122,47,8,8/3/2023,90,spotify:track:4PA1wK0leCjmRZlP5dQ8Lv,"Sky Rompiendo, Feid, Myke Towers",Sony Music Latin,18,71,9,11087439
8/5/2023,169,Hey Mor,Ozuna Featuring Feid,140,27,41,8/3/2023,104,spotify:track:1zsPaEkglFvxjAhrM8yhpr,"Ozuna, Feid",Aura Music Corp.,14,85,42,10367888
8/5/2023,171,Every Breath You Take,The Police,164,107,55,8/3/2023,164,spotify:track:1JSTJqkT5qHq8MDJnJbRE1,The Police,Polydor Records,109,167,89,8487897
8/5/2023,178,Overdrive,Post Malone,55,55,2,8/3/2023,115,spotify:track:3uMO7jmdXxwSijvxNXDgE4,Post Malone,Mercury Records/Republic Records,69,-1,2,10031492
8/5/2023,187,Coco Chanel,Eladio Carrion & Bad Bunny,167,22,19,8/3/2023,136,spotify:track:0PB0O24JqAuNdOAFVJljMS,"Eladio Carrion, Bad Bunny",Rimas Entertainment LLC,13,104,20,9120703
8/5/2023,196,Nonsense,Sabrina Carpenter,-,36,19,8/3/2023,109,spotify:track:6dgUya35uo964z7GZXM07g,Sabrina Carpenter,Island Records,17,94,29,10136543
8/5/2023,199,We Found Love,Rihanna Featuring Calvin Harris,-,47,15,8/3/2023,199,spotify:track:1zv3WFUbZ5vPxFq9I2jAU1,"Rihanna, Calvin Harris",Def Jam Recordings,59,162,25,7934186
8/5/2023,200,When I Was Your Man,Bruno Mars,194,74,40,8/3/2023,177,spotify:track:0B7wvvmu9EISAwZnOpjhNI,Bruno Mars,Atlantic Records,72,182,49,8186780
8/12/2023,8,Super Shy,NewJeans,3,2,4,8/10/2023,12,spotify:track:5sdQOyqq2IDhvmx2lHOpwd,NewJeans,ADOR,9,17,5,22873068
8/12/2023,9,K-POP,"Travis Scott, Bad Bunny & The Weeknd",5,5,2,8/10/2023,16,spotify:track:5L3ecxQnQ9qTBmnLQiwf0C,"Travis Scott, Bad Bunny, The Weeknd",Cactus Jack/Epic,3,6,3,20305586
8/12/2023,11,Cruel Summer,Taylor Swift,11,3,20,8/10/2023,4,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,Taylor Swift,2,9,27,33213739
8/12/2023,20,Flowers,Miley Cyrus,13,1,29,8/10/2023,18,spotify:track:4DHcnVTT87F0zZhRPYmZ3B,Miley Cyrus,Columbia,1,30,30,19803915
8/12/2023,24,Last Night,Morgan Wallen,14,5,27,8/10/2023,39,spotify:track:7K3BhSpAxZBznislvUMVtn,Morgan Wallen,Big Loud Records / Mercury Records / Republic Records,14,50,27,14459931
8/12/2023,26,Sprinter,Dave & Central Cee,16,9,9,8/10/2023,11,spotify:track:2FDTHlrBguDzQkp7PVj16Q,"Dave, Central Cee",Neighbourhood / Live Yours,6,18,10,23258349
8/12/2023,28,ETA,NewJeans,12,12,2,8/10/2023,115,spotify:track:56v8WEnGzLByGsDAXDiv4d,NewJeans,ADOR,38,108,3,9378279
8/12/2023,29,Columbia,Quevedo,28,24,4,8/10/2023,8,spotify:track:6XbtvPmIpyCbjuT0e8cQtp,Quevedo,Quevedo,8,11,5,28066141
8/12/2023,30,Die For You,The Weeknd & Ariana Grande,20,2,74,8/10/2023,49,spotify:track:2LBqCSwhJGcFQeTHMVGwy3,The Weeknd,Universal Republic Records,12,62,78,13256407
8/12/2023,33,Ella Baila Sola,Eslabon Armado X Peso Pluma,19,1,20,8/10/2023,20,spotify:track:3qQbCzHBycnDpGskqOWY0E,"Eslabon Armado, Peso Pluma",DEL Records,1,29,21,19457841
8/12/2023,36,Fast Car,Luke Combs,23,18,19,8/10/2023,93,spotify:track:1Lo0QY9cvc8sUB2vnIOxDT,Luke Combs,River House Artists/Columbia Nashville,82,98,18,10343409
8/12/2023,38,As It Was,Harry Styles,27,1,70,8/10/2023,19,spotify:track:4Dvkj6JhhA12EX05fT7y2e,Harry Styles,Columbia,1,31,71,19470023
8/12/2023,39,Chemical,Post Malone,69,16,16,8/10/2023,58,spotify:track:5w40ZYhbBMAlHYNDaVJIUu,Post Malone,Mercury Records/Republic Records,18,43,17,12228015
8/12/2023,40,Daylight,David Kushner,29,11,16,8/10/2023,15,spotify:track:1odExI7RdWc4BT515LTAwj,David Kushner,"Miserable Music Group, LLC",5,26,17,20384894
8/12/2023,43,Kill Bill,SZA,30,1,34,8/10/2023,21,spotify:track:1Qrg8KqiBpW07V7PNxwwwL,SZA,Top Dawg Entertainment/RCA Records,1,32,35,18583894
8/12/2023,45,Anti-Hero,Taylor Swift,31,1,41,8/10/2023,34,spotify:track:0V3wPSX9ygBnCm8psDIegu,Taylor Swift,Taylor Swift,1,52,42,15523944
8/12/2023,46,Save Your Tears,The Weeknd & Ariana Grande,35,1,135,8/10/2023,177,spotify:track:5QO79kh1waicV47BqGRL3g,The Weeknd,Republic Records,2,194,139,8036708
8/12/2023,48,I'm Good (Blue),David Guetta & Bebe Rexha,34,2,49,8/10/2023,45,spotify:track:4uUG5RXrOk84mYEfFvj3cK,"David Guetta, Bebe Rexha",Parlophone UK,2,58,50,13670235
8/12/2023,52,Classy 101,Feid x Young Miko,41,17,18,8/10/2023,25,spotify:track:6XSqqQIy7Lm7SnwxS4NrGx,"Feid, Young Miko",UMLE - Latino,8,39,19,17564522
8/12/2023,53,New Jeans,NewJeans,25,25,4,8/10/2023,106,spotify:track:6rdkCkjk6D12xRpdMXy0I2,NewJeans,ADOR,34,89,5,9766101
8/12/2023,58,I Ain't Worried,OneRepublic,42,5,61,8/10/2023,50,spotify:track:4fYte8ZvTK14NEhAOZocBi,OneRepublic,Interscope Records,7,65,62,13028759
8/12/2023,62,Enough Is Enough,Post Malone,-,62,1,8/10/2023,153,spotify:track:3BHFResGQiUvbYToUdaDQz,Post Malone,Mercury Records/Republic Records,68,68,2,8429916
8/12/2023,67,TQG,Karol G x Shakira,46,1,23,8/10/2023,46,spotify:track:0DWdj2oZMBFSzRsi2Cvfzf,"KAROL G, Shakira",Universal Music Latino,1,64,24,13618834
8/12/2023,70,Like Crazy,Jimin,43,2,19,8/10/2023,36,spotify:track:3Ua0m0YmEjrMi9XErKcNiR,Jimin,BIGHIT MUSIC,15,47,20,15056158
8/12/2023,71,Cool With You,NewJeans,22,22,2,8/10/2023,134,spotify:track:02wk5BttM0QL38ERjLPQJB,NewJeans,ADOR,28,112,3,8827351
8/12/2023,72,Baby Don't Hurt Me,"David Guetta, Anne-Marie & Coi Leray",48,41,17,8/10/2023,64,spotify:track:3BKD1PwArikchz2Zrlp1qi,"David Guetta, Anne-Marie, Coi Leray",Parlophone UK,48,73,18,11901459
8/12/2023,73,Blank Space,Taylor Swift,61,50,51,8/10/2023,35,spotify:track:1u8c2t2Cy7UBoG4ArRcF5g,Taylor Swift,"Big Machine Records, LLC",34,55,87,15502012
8/12/2023,74,People,Libianca,52,20,29,8/10/2023,95,spotify:track:26b3oVLrRUaaybJulow9kz,Libianca,5K Records Limited,37,102,30,10087575
8/12/2023,75,Another Love,Tom Odell,63,14,118,8/10/2023,61,spotify:track:7jtQIBanIiJOMS6RyCx6jZ,Tom Odell,ITNO/Columbia,15,77,122,12126644
8/12/2023,77,Blinding Lights,The Weeknd,62,2,152,8/10/2023,67,spotify:track:0VjIjW4GlUZAMYd2vXMi3b,The Weeknd,Republic Records,1,81,193,11765026
8/12/2023,80,Karma,Taylor Swift Featuring Ice Spice,56,6,22,8/10/2023,74,spotify:track:7KokYm8cMIXCsGVmUvKtqf,Taylor Swift,Taylor Swift,8,94,24,11191351
8/12/2023,81,Heat Waves,Glass Animals,60,1,135,8/10/2023,83,spotify:track:3USxtqRwSYz57Ewm6wWRMp,Glass Animals,Polydor Records,1,91,137,10684900
8/12/2023,83,Someone You Loved,Lewis Capaldi,67,24,152,8/10/2023,92,spotify:track:7qEHsqek33rTcFNT9PFqLf,Lewis Capaldi,Vertigo Berlin,4,100,239,10396151
8/12/2023,84,I Can See You (Taylor’s Version) (From The Vault),Taylor Swift,45,4,4,8/10/2023,90,spotify:track:5kHMfzgLZP95O9NBy0ku4v,Taylor Swift,Taylor Swift,4,82,5,10446329
