chart_week.x,current_week,title,performer,last_week,peak_pos,wks_on_chart,chart_week.y,rank,uri,artist_names,source,peak_rank,previous_rank,weeks_on_chart,streams
7/22/2023,19,Die For You,The Weeknd & Ariana Grande,13,2,71,7/20/2023,48,spotify:track:2LBqCSwhJGcFQeTHMVGwy3,The Weeknd,Universal Republic Records,12,54,75,13884735
7/22/2023,22,As It Was,Harry Styles,14,1,67,7/20/2023,15,spotify:track:4Dvkj6JhhA12EX05fT7y2e,Harry Styles,Columbia,1,14,68,21951775
7/22/2023,23,Daylight,David Kushner,15,11,13,7/20/2023,14,spotify:track:1odExI7RdWc4BT515LTAwj,David Kushner,"Miserable Music Group, LLC",5,15,14,22128452
7/22/2023,25,Better Than Revenge (Taylor's Version),Taylor Swift,-,25,1,7/20/2023,194,spotify:track:0NwGC0v03ysCYINtg6ns58,Taylor Swift,Taylor Swift,21,21,2,7606764
7/22/2023,26,Fast Car,Luke Combs,18,18,16,7/20/2023,91,spotify:track:1Lo0QY9cvc8sUB2vnIOxDT,Luke Combs,River House Artists/Columbia Nashville,87,97,15,10377927
7/22/2023,27,Kill Bill,SZA,16,1,31,7/20/2023,16,spotify:track:1Qrg8KqiBpW07V7PNxwwwL,SZA,Top Dawg Entertainment/RCA Records,1,17,32,21066245
7/22/2023,29,Anti-Hero,Taylor Swift,20,1,38,7/20/2023,34,spotify:track:0V3wPSX9ygBnCm8psDIegu,Taylor Swift,Taylor Swift,1,42,39,15294106
7/22/2023,32,New Jeans,NewJeans,-,32,1,7/20/2023,105,spotify:track:6rdkCkjk6D12xRpdMXy0I2,NewJeans,ADOR,102,102,2,9751786
7/22/2023,34,I'm Good (Blue),David Guetta & Bebe Rexha,27,2,46,7/20/2023,43,spotify:track:4uUG5RXrOk84mYEfFvj3cK,"David Guetta, Bebe Rexha",Parlophone UK,2,51,47,14524546
7/22/2023,39,Columbia,Quevedo,-,39,1,7/20/2023,8,spotify:track:6XbtvPmIpyCbjuT0e8cQtp,Quevedo,Quevedo,8,16,2,25482424
7/22/2023,40,Classy 101,Feid x Young Miko,30,17,15,7/20/2023,19,spotify:track:6XSqqQIy7Lm7SnwxS4NrGx,"Feid, Young Miko",UMLE - Latino,8,25,16,18748333
7/22/2023,47,I Ain't Worried,OneRepublic,35,5,58,7/20/2023,47,spotify:track:4fYte8ZvTK14NEhAOZocBi,OneRepublic,Interscope Records,7,57,59,14253968
7/22/2023,48,TQG,Karol G x Shakira,31,1,20,7/20/2023,35,spotify:track:0DWdj2oZMBFSzRsi2Cvfzf,"KAROL G, Shakira",Universal Music Latino,1,40,21,15217910
7/22/2023,50,People,Libianca,34,20,26,7/20/2023,68,spotify:track:26b3oVLrRUaaybJulow9kz,Libianca,5K Records Limited,37,78,27,11571739
7/22/2023,51,Save Your Tears,The Weeknd & Ariana Grande,38,1,132,7/20/2023,165,spotify:track:5QO79kh1waicV47BqGRL3g,The Weeknd,Republic Records,2,-1,136,8298681
7/22/2023,52,TQM,Fuerza Regida,32,15,8,7/20/2023,40,spotify:track:368eeEO3Y2uZUQ6S5oIjcu,Fuerza Regida,Rancho Humilde/Street Mob Records,9,43,9,14925915
7/22/2023,57,Like Crazy,Jimin,40,2,16,7/20/2023,20,spotify:track:3Ua0m0YmEjrMi9XErKcNiR,Jimin,BIGHIT MUSIC,15,50,17,18283623
7/22/2023,58,Baby Don't Hurt Me,"David Guetta, Anne-Marie & Coi Leray",41,41,14,7/20/2023,52,spotify:track:3BKD1PwArikchz2Zrlp1qi,"David Guetta, Anne-Marie, Coi Leray",Parlophone UK,48,65,15,13067350
7/22/2023,62,Blank Space,Taylor Swift,50,50,48,7/20/2023,38,spotify:track:1u8c2t2Cy7UBoG4ArRcF5g,Taylor Swift,"Big Machine Records, LLC",34,39,84,14969590
7/22/2023,63,Karma,Taylor Swift Featuring Ice Spice,42,6,19,7/20/2023,67,spotify:track:7KokYm8cMIXCsGVmUvKtqf,Taylor Swift,Taylor Swift,8,79,21,11624942
7/22/2023,64,Makeba,Jain,39,38,6,7/20/2023,89,spotify:track:5JdLUE9D743ob2RtgmVpVx,Jain,Columbia,60,93,6,10469321
7/22/2023,67,Queencard,(G)I-DLE,46,21,9,7/20/2023,131,spotify:track:4uOBL4DDWWVx4RhYKlPbPC,(G)I-DLE,Cube Entertainment,101,148,9,9102718
7/22/2023,68,Another Love,Tom Odell,49,14,115,7/20/2023,55,spotify:track:7jtQIBanIiJOMS6RyCx6jZ,Tom Odell,ITNO/Columbia,15,68,119,12495381
7/22/2023,69,Blinding Lights,The Weeknd,52,2,149,7/20/2023,56,spotify:track:0VjIjW4GlUZAMYd2vXMi3b,The Weeknd,Republic Records,1,77,190,12468471
7/22/2023,72,Someone You Loved,Lewis Capaldi,47,24,149,7/20/2023,87,spotify:track:7qEHsqek33rTcFNT9PFqLf,Lewis Capaldi,Vertigo Berlin,4,95,236,10495103
7/22/2023,73,Heat Waves,Glass Animals,48,1,132,7/20/2023,72,spotify:track:3USxtqRwSYz57Ewm6wWRMp,Glass Animals,Polydor Records,1,91,134,11410333
7/22/2023,75,Style,Taylor Swift,64,64,17,7/20/2023,39,spotify:track:0ug5NqcwcFR2xrfTkc7k8e,Taylor Swift,"Big Machine Records, LLC",38,38,18,14953497
7/22/2023,76,Los del Espacio,"LIT killah, Maria Becerra, FMK, Rusherking, Duki, Emilia, Tiago pzk & Big One",57,38,6,7/20/2023,36,spotify:track:1Hs1uUl8o2VtDp1DABFq0O,"LIT killah, Tiago PZK, Maria Becerra, Duki, Emilia, Rusherking, Big One, FMK",WEA Latina,19,46,7,15145735
7/22/2023,77,El Azul,Junior H x Peso Pluma,58,23,18,7/20/2023,41,spotify:track:1haJsMtoBhHfvuM7XWuT3W,"Junior H, Peso Pluma",WEA Latina,14,47,21,14878921
7/22/2023,81,Perfect,Ed Sheeran,65,30,149,7/20/2023,139,spotify:track:0tgVpDi06FyKpA1z0VMD4v,Ed Sheeran,Atlantic Records UK,4,139,331,8870163
7/22/2023,82,Chemical,Post Malone,67,16,13,7/20/2023,103,spotify:track:5w40ZYhbBMAlHYNDaVJIUu,Post Malone,Mercury Records/Republic Records,18,119,14,9917827
7/22/2023,86,Snooze,SZA,74,27,31,7/20/2023,98,spotify:track:4iZ4pt7kvcaH6Yo8UoZ4s2,SZA,Top Dawg Entertainment/RCA Records,32,112,30,10102678
7/22/2023,90,La Bachata,Manuel Turizo,84,6,53,7/20/2023,58,spotify:track:3tt9i3Hhzq84dPS8H7iSiJ,Manuel Turizo,Sony Music Latin/La Industria,4,66,55,12422588
7/22/2023,94,Starboy,The Weeknd Featuring Daft Punk,78,34,106,7/20/2023,49,spotify:track:7MXVkk9YMctZqd1Srtv4MB,"The Weeknd, Daft Punk",Universal Republic Records,1,64,146,13683366
7/22/2023,98,Viva La Vida,Coldplay,90,87,47,7/20/2023,76,spotify:track:1mea3bSkSGXuIRvnydlB5b,Coldplay,Parlophone UK,57,86,47,11197625
7/22/2023,103,OMG,NewJeans,117,10,28,7/20/2023,132,spotify:track:65FftemJ1DbbZ45DUfHJXE,NewJeans,ADOR,14,145,29,9077874
7/22/2023,105,Summertime Sadness,Lana Del Rey vs. Cedric Gervais,89,89,49,7/20/2023,99,spotify:track:1FEiijYPJtyswChfcpv3p0,Lana Del Rey,Urban,94,120,49,10096606
7/22/2023,107,Sure Thing,Miguel,92,13,30,7/20/2023,166,spotify:track:0JXXNGljqupsJaZsgSbMZV,Miguel,Jive,14,177,32,8220699
7/22/2023,111,Yellow,Coldplay,96,68,118,7/20/2023,66,spotify:track:3AJwUDP919kvQ9QcozQPxg,Coldplay,Parlophone UK,50,75,135,11696166
7/22/2023,113,I Wanna Be Yours,Arctic Monkeys,103,71,45,7/20/2023,23,spotify:track:5XeFesFbtLpXzIVDNQP22n,Arctic Monkeys,Domino Recording Co,20,32,54,16905549
7/22/2023,114,Riptide,Vance Joy,101,100,96,7/20/2023,81,spotify:track:7yq4Qj7cqayVTp3FF9CWbm,Vance Joy,Atlantic Records,81,96,127,10819596
7/22/2023,115,Moonlight,Kali Uchis,114,74,17,7/20/2023,57,spotify:track:0JmnkIqdlnUzPaf8sqBRs3,Kali Uchis,Geffen Records,37,73,19,12429901
7/22/2023,116,Angels Like You,Miley Cyrus,83,73,12,7/20/2023,46,spotify:track:1daDRI9ahBonbWD8YcxOIB,Miley Cyrus,RCA Records Label,24,55,18,14260821
7/22/2023,117,Tattoo,Loreen,99,15,9,7/20/2023,117,spotify:track:1DmW5Ep6ywYwxc2HMT5BG6,Loreen,Universal Music AB,11,110,10,9483030
7/22/2023,118,Everybody Wants To Rule The World,Tears For Fears,98,98,50,7/20/2023,115,spotify:track:4RvWPyQ5RL0ao9LPZeSouE,Tears For Fears,UMC (Universal Music Catalogue),105,149,45,9506309
7/22/2023,119,Shake It Off,Taylor Swift,102,101,17,7/20/2023,177,spotify:track:0cqRj7pUJDkTCEsJkx8snD,Taylor Swift,"Big Machine Records, LLC",143,178,11,7966530
7/22/2023,121,Believer,Imagine Dragons,115,52,149,7/20/2023,141,spotify:track:0pqnGHJpmpxLKifKRmU6WP,Imagine Dragons,Kid Ina Korner / Interscope,16,164,337,8763974
7/22/2023,127,Lover,Taylor Swift,116,108,16,7/20/2023,101,spotify:track:1dGr1c8CrMLDpV6mPbImSI,Taylor Swift,Taylor Swift,2,115,24,10033357
7/22/2023,128,Yandel 150,Yandel & Feid,109,13,27,7/20/2023,79,spotify:track:4FAKtPVycI4DxoOHC01YqD,"Yandel, Feid",La Leyenda LLC,8,88,28,10965548
7/22/2023,129,Me Porto Bonito,Bad Bunny & Chencho Corleone,113,2,62,7/20/2023,88,spotify:track:6Sq7ltF9Qa7SNFBsV5Cogx,"Bad Bunny, Chencho Corleone",Rimas Entertainment LLC,2,100,63,10482223
7/22/2023,130,El Cielo,"Sky Rompiendo, Feid & Myke Towers",119,47,6,7/20/2023,51,spotify:track:4PA1wK0leCjmRZlP5dQ8Lv,"Sky Rompiendo, Feid, Myke Towers",Sony Music Latin,18,67,7,13078007
7/22/2023,133,Ditto,NewJeans,167,8,30,7/20/2023,199,spotify:track:3r8RuvgbX9s7ammBn07D3W,NewJeans,ADOR,11,-1,24,7552333
7/22/2023,134,Sweater Weather,The Neighbourhood,123,25,146,7/20/2023,74,spotify:track:2QjOHCTQ1Jl3zawyYOpxh6,The Neighbourhood,Columbia,19,94,151,11305965
7/22/2023,135,Under The Influence,Chris Brown,127,3,51,7/20/2023,160,spotify:track:5IgjP7X4th6nMNDh4akUHb,Chris Brown,Chris Brown Entertainment/RCA Records,6,175,52,8389954
7/22/2023,137,Take Two,BTS,71,1,5,7/20/2023,100,spotify:track:5IAESfJjmOYu7cHyX557kz,BTS,BIGHIT MUSIC,4,129,6,10058033
7/22/2023,140,Money Trees,Kendrick Lamar Featuring Jay Rock,120,87,15,7/20/2023,111,spotify:track:2HbKqm4o0w5wEeEFXm2sD4,"Kendrick Lamar, Jay Rock",Aftermath,62,126,27,9600568
7/22/2023,141,Primera Cita,Carin Leon,164,141,2,7/20/2023,106,spotify:track:25OeKzcqakFPaJlXHPE5lm,Carin Leon,Socios Music LLC,106,137,3,9743644
7/22/2023,145,Say Yes To Heaven,Lana Del Rey,128,18,8,7/20/2023,97,spotify:track:6GGtHZgBycCgGBUhZo81xe,Lana Del Rey,Polydor Records,18,101,9,10154335
7/22/2023,147,Watermelon Sugar,Harry Styles,126,9,145,7/20/2023,128,spotify:track:6UelLqGlWMcVH1E5c4H7lY,Harry Styles,Columbia,4,141,192,9152739
7/22/2023,148,Counting Stars,OneRepublic,134,96,120,7/20/2023,158,spotify:track:2tpWsVSb9UEmDRxAl1zhX1,OneRepublic,Mosley / Interscope,101,173,118,8490586
7/22/2023,152,Hey Mor,Ozuna Featuring Feid,147,27,39,7/20/2023,65,spotify:track:1zsPaEkglFvxjAhrM8yhpr,"Ozuna, Feid",Aura Music Corp.,14,82,40,11766402
7/22/2023,153,Mockingbird,Eminem,146,42,39,7/20/2023,104,spotify:track:561jH07mF1jHuk7KlaeF0s,Eminem,Aftermath,24,118,40,9845535
7/22/2023,154,Circles,Post Malone,142,49,145,7/20/2023,188,spotify:track:21jGcNKet2qwijlDFuPiPb,Post Malone,Republic Records,1,-1,166,7734743
7/22/2023,159,Que Vuelvas,Carin Leon X Grupo Frontera,144,34,29,7/20/2023,124,spotify:track:6Um358vY92UBv5DloTRX9L,"Carin Leon, Grupo Frontera",BorderKid Records/Sony Music Latin,36,147,29,9258157
7/22/2023,161,Ojitos Lindos,Bad Bunny & Bomba Estereo,159,4,62,7/20/2023,147,spotify:track:3k3NWokhRRkEPhCzPmV8TW,"Bad Bunny, Bomba Estéreo",Rimas Entertainment LLC,3,146,63,8673417
7/22/2023,164,El Merengue,Marshmello & Manuel Turizo,155,103,18,7/20/2023,86,spotify:track:51FvjPEGKq2zByeeEQ43V9,"Marshmello, Manuel Turizo",Sony Music Latin,59,111,20,10579878
7/22/2023,165,PRC,Peso Pluma X Natanael Cano,88,15,24,7/20/2023,161,spotify:track:0cNSq9T5l8gZnpY14rsTR2,"Peso Pluma, Natanael Cano",Double P Records,9,169,25,8382412
7/22/2023,166,Coco Chanel,Eladio Carrion & Bad Bunny,176,22,17,7/20/2023,93,spotify:track:0PB0O24JqAuNdOAFVJljMS,"Eladio Carrion, Bad Bunny",Rimas Entertainment LLC,13,99,18,10317110
7/22/2023,167,Creep,Radiohead,175,56,10,7/20/2023,183,spotify:track:70LcF31zb1H0PyJoS1Sx1r,Radiohead,XL Recordings,152,-1,7,7882982
7/22/2023,170,Without Me,Eminem,165,39,92,7/20/2023,144,spotify:track:7lQ8MOhq6IN2w8EYcFNSUk,Eminem,Aftermath,31,165,95,8730533
7/22/2023,171,Bones,Imagine Dragons,170,32,70,7/20/2023,109,spotify:track:54ipXppHLA8U4yqpOFTUhr,Imagine Dragons,Kid Ina Korner / Interscope,26,134,71,9636231
7/22/2023,177,No Role Modelz,J. Cole,162,97,105,7/20/2023,116,spotify:track:68Dni7IE4VyPkTOH9mRWHr,J. Cole,Roc Nation Records LLC,76,136,104,9501623
7/22/2023,182,Still With You,Jung Kook,62,62,2,7/20/2023,95,spotify:track:0eFMbKCRw8KByXyWBw8WO7,Jung Kook,BIGHIT MUSIC,95,161,3,10249857
7/22/2023,187,Every Breath You Take,The Police,173,107,53,7/20/2023,167,spotify:track:1JSTJqkT5qHq8MDJnJbRE1,The Police,Polydor Records,109,188,87,8175836
7/22/2023,193,Mi Bello Angel,Natanael Cano,100,100,2,7/20/2023,151,spotify:track:1oWkcc7hQdVYPQMyQ6AFov,Natanael Cano,WEA Latina,79,154,3,8613687
7/22/2023,195,Bebe Dame,Fuerza Regida X Grupo Frontera,166,17,28,7/20/2023,191,spotify:track:0IKeDy5bT9G0bA7ZixRT4A,"Fuerza Regida, Grupo Frontera",Rancho Humilde/Street Mob Records,20,-1,28,7663381
7/22/2023,199,Radio,Lana Del Rey,-,199,1,7/20/2023,133,spotify:track:0PZ04XgQ14FmKZBg3Gxlhr,Lana Del Rey,Urban,133,142,4,9028647
7/29/2023,5,Super Shy,NewJeans,2,2,2,7/27/2023,9,spotify:track:5sdQOyqq2IDhvmx2lHOpwd,NewJeans,ADOR,9,12,3,28439942
7/29/2023,7,Cruel Summer,Taylor Swift,5,3,18,7/27/2023,4,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,Taylor Swift,2,4,25,31440680
7/29/2023,8,Flowers,Miley Cyrus,6,1,27,7/27/2023,18,spotify:track:4DHcnVTT87F0zZhRPYmZ3B,Miley Cyrus,Columbia,1,13,28,21180831
7/29/2023,11,Last Night,Morgan Wallen,15,5,25,7/27/2023,27,spotify:track:7K3BhSpAxZBznislvUMVtn,Morgan Wallen,Big Loud Records / Mercury Records / Republic Records,14,29,25,15662133
7/29/2023,13,Ella Baila Sola,Eslabon Armado X Peso Pluma,14,1,18,7/27/2023,14,spotify:track:3qQbCzHBycnDpGskqOWY0E,"Eslabon Armado, Peso Pluma",DEL Records,1,7,19,23141180
7/29/2023,14,Sprinter,Dave & Central Cee,18,9,7,7/27/2023,11,spotify:track:2FDTHlrBguDzQkp7PVj16Q,"Dave, Central Cee",Neighbourhood / Live Yours,6,6,8,25985244
7/29/2023,19,Die For You,The Weeknd & Ariana Grande,19,2,72,7/27/2023,49,spotify:track:2LBqCSwhJGcFQeTHMVGwy3,The Weeknd,Universal Republic Records,12,48,76,13628636
7/29/2023,20,As It Was,Harry Styles,22,1,68,7/27/2023,19,spotify:track:4Dvkj6JhhA12EX05fT7y2e,Harry Styles,Columbia,1,15,69,20968998
7/29/2023,21,Fast Car,Luke Combs,26,18,17,7/27/2023,82,spotify:track:1Lo0QY9cvc8sUB2vnIOxDT,Luke Combs,River House Artists/Columbia Nashville,82,91,16,10731099
7/29/2023,22,Daylight,David Kushner,23,11,14,7/27/2023,17,spotify:track:1odExI7RdWc4BT515LTAwj,David Kushner,"Miserable Music Group, LLC",5,14,15,21691122
7/29/2023,23,Kill Bill,SZA,27,1,32,7/27/2023,20,spotify:track:1Qrg8KqiBpW07V7PNxwwwL,SZA,Top Dawg Entertainment/RCA Records,1,16,33,20557511
7/29/2023,24,Columbia,Quevedo,39,24,2,7/27/2023,10,spotify:track:6XbtvPmIpyCbjuT0e8cQtp,Quevedo,Quevedo,8,8,3,27367357
7/29/2023,25,I Can See You (Taylor’s Version) (From The Vault),Taylor Swift,4,4,2,7/27/2023,56,spotify:track:5kHMfzgLZP95O9NBy0ku4v,Taylor Swift,Taylor Swift,4,22,3,12774109
7/29/2023,26,Anti-Hero,Taylor Swift,29,1,39,7/27/2023,36,spotify:track:0V3wPSX9ygBnCm8psDIegu,Taylor Swift,Taylor Swift,1,34,40,14538303
7/29/2023,29,Like Crazy,Jimin,57,2,17,7/27/2023,26,spotify:track:3Ua0m0YmEjrMi9XErKcNiR,Jimin,BIGHIT MUSIC,15,20,18,16104961
7/29/2023,30,I'm Good (Blue),David Guetta & Bebe Rexha,34,2,47,7/27/2023,40,spotify:track:4uUG5RXrOk84mYEfFvj3cK,"David Guetta, Bebe Rexha",Parlophone UK,2,43,48,14158466
7/29/2023,32,Classy 101,Feid x Young Miko,40,17,16,7/27/2023,22,spotify:track:6XSqqQIy7Lm7SnwxS4NrGx,"Feid, Young Miko",UMLE - Latino,8,19,17,17226243
7/29/2023,34,Rush,Troye Sivan,-,34,1,7/27/2023,41,spotify:track:3xIMkM5LgbVDkpO74O3Np3,Troye Sivan,EMI Recorded Music Australia Pty Ltd,31,31,2,14140147
7/29/2023,37,Save Your Tears,The Weeknd & Ariana Grande,51,1,133,7/27/2023,174,spotify:track:5QO79kh1waicV47BqGRL3g,The Weeknd,Republic Records,2,165,137,7925646
7/29/2023,40,I Ain't Worried,OneRepublic,47,5,59,7/27/2023,46,spotify:track:4fYte8ZvTK14NEhAOZocBi,OneRepublic,Interscope Records,7,47,60,13792824
7/29/2023,42,TQG,Karol G x Shakira,48,1,21,7/27/2023,43,spotify:track:0DWdj2oZMBFSzRsi2Cvfzf,"KAROL G, Shakira",Universal Music Latino,1,35,22,14026566
7/29/2023,43,S91,Karol G,-,43,1,7/27/2023,81,spotify:track:7EpOXgSRgnglRWr86pZfGU,KAROL G,Bichota/Interscope Records,59,59,2,10744912
7/29/2023,44,People,Libianca,50,20,27,7/27/2023,75,spotify:track:26b3oVLrRUaaybJulow9kz,Libianca,5K Records Limited,37,68,28,11041951
7/29/2023,46,TQM,Fuerza Regida,52,15,9,7/27/2023,47,spotify:track:368eeEO3Y2uZUQ6S5oIjcu,Fuerza Regida,Rancho Humilde/Street Mob Records,9,40,10,13711259
7/29/2023,47,New Jeans,NewJeans,32,32,2,7/27/2023,34,spotify:track:6rdkCkjk6D12xRpdMXy0I2,NewJeans,ADOR,34,105,3,14777089
7/29/2023,48,Baby Don't Hurt Me,"David Guetta, Anne-Marie & Coi Leray",58,41,15,7/27/2023,58,spotify:track:3BKD1PwArikchz2Zrlp1qi,"David Guetta, Anne-Marie, Coi Leray",Parlophone UK,48,52,16,12673167
7/29/2023,52,Karma,Taylor Swift Featuring Ice Spice,63,6,20,7/27/2023,77,spotify:track:7KokYm8cMIXCsGVmUvKtqf,Taylor Swift,Taylor Swift,8,67,22,10991606
7/29/2023,53,Blank Space,Taylor Swift,62,50,49,7/27/2023,39,spotify:track:1u8c2t2Cy7UBoG4ArRcF5g,Taylor Swift,"Big Machine Records, LLC",34,38,85,14335090
7/29/2023,54,Blinding Lights,The Weeknd,69,2,150,7/27/2023,64,spotify:track:0VjIjW4GlUZAMYd2vXMi3b,The Weeknd,Republic Records,1,56,191,11744781
7/29/2023,57,Heat Waves,Glass Animals,73,1,133,7/27/2023,72,spotify:track:3USxtqRwSYz57Ewm6wWRMp,Glass Animals,Polydor Records,1,72,135,11145124
7/29/2023,58,Queencard,(G)I-DLE,67,21,10,7/27/2023,149,spotify:track:4uOBL4DDWWVx4RhYKlPbPC,(G)I-DLE,Cube Entertainment,101,131,10,8451417
7/29/2023,59,Another Love,Tom Odell,68,14,116,7/27/2023,59,spotify:track:7jtQIBanIiJOMS6RyCx6jZ,Tom Odell,ITNO/Columbia,15,55,120,12354685
7/29/2023,60,Makeba,Jain,64,38,7,7/27/2023,107,spotify:track:5JdLUE9D743ob2RtgmVpVx,Jain,Columbia,60,89,7,9630636
7/29/2023,61,Los del Espacio,"LIT killah, Maria Becerra, FMK, Rusherking, Duki, Emilia, Tiago pzk & Big One",76,38,7,7/27/2023,48,spotify:track:1Hs1uUl8o2VtDp1DABFq0O,"LIT killah, Tiago PZK, Maria Becerra, Duki, Emilia, Rusherking, Big One, FMK",WEA Latina,19,36,8,13676463
7/29/2023,63,Someone You Loved,Lewis Capaldi,72,24,150,7/27/2023,87,spotify:track:7qEHsqek33rTcFNT9PFqLf,Lewis Capaldi,Vertigo Berlin,4,87,237,10388275
7/29/2023,65,Chemical,Post Malone,82,16,14,7/27/2023,116,spotify:track:5w40ZYhbBMAlHYNDaVJIUu,Post Malone,Mercury Records/Republic Records,18,103,15,9308302
7/29/2023,66,Enchanted (Taylor's Version),Taylor Swift,11,11,2,7/27/2023,122,spotify:track:3sW3oSbzsfecv9XoUdGs7h,Taylor Swift,Taylor Swift,9,70,3,9076274
7/29/2023,67,Style,Taylor Swift,75,64,18,7/27/2023,44,spotify:track:0ug5NqcwcFR2xrfTkc7k8e,Taylor Swift,"Big Machine Records, LLC",38,39,19,14017512
7/29/2023,68,El Azul,Junior H x Peso Pluma,77,23,19,7/27/2023,53,spotify:track:1haJsMtoBhHfvuM7XWuT3W,"Junior H, Peso Pluma",WEA Latina,14,41,22,13415047
7/29/2023,73,Perfect,Ed Sheeran,81,30,150,7/27/2023,131,spotify:track:0tgVpDi06FyKpA1z0VMD4v,Ed Sheeran,Atlantic Records UK,4,139,332,8756252
7/29/2023,75,Snooze,SZA,86,27,32,7/27/2023,99,spotify:track:4iZ4pt7kvcaH6Yo8UoZ4s2,SZA,Top Dawg Entertainment/RCA Records,32,98,31,9835012
7/29/2023,76,Starboy,The Weeknd Featuring Daft Punk,94,34,107,7/27/2023,55,spotify:track:7MXVkk9YMctZqd1Srtv4MB,"The Weeknd, Daft Punk",Universal Republic Records,1,49,147,13060115
7/29/2023,82,La Bachata,Manuel Turizo,90,6,54,7/27/2023,62,spotify:track:3tt9i3Hhzq84dPS8H7iSiJ,Manuel Turizo,Sony Music Latin/La Industria,4,58,56,12009081
7/29/2023,83,Believer,Imagine Dragons,121,52,150,7/27/2023,133,spotify:track:0pqnGHJpmpxLKifKRmU6WP,Imagine Dragons,Kid Ina Korner / Interscope,16,141,338,8717895
7/29/2023,84,Summertime Sadness,Lana Del Rey vs. Cedric Gervais,105,84,50,7/27/2023,91,spotify:track:1FEiijYPJtyswChfcpv3p0,Lana Del Rey,Urban,91,99,50,10276986
7/29/2023,85,Back To December (Taylor's Version),Taylor Swift,10,10,2,7/27/2023,170,spotify:track:79uDOz0zuuWS7HWxzMmTa2,Taylor Swift,Taylor Swift,7,84,3,7988422
7/29/2023,89,Sure Thing,Miguel,107,13,31,7/27/2023,165,spotify:track:0JXXNGljqupsJaZsgSbMZV,Miguel,Jive,14,166,33,8077856
7/29/2023,90,OMG,NewJeans,103,10,29,7/27/2023,119,spotify:track:65FftemJ1DbbZ45DUfHJXE,NewJeans,ADOR,14,132,30,9218613
7/29/2023,91,Everybody Wants To Rule The World,Tears For Fears,118,91,51,7/27/2023,109,spotify:track:4RvWPyQ5RL0ao9LPZeSouE,Tears For Fears,UMC (Universal Music Catalogue),105,115,46,9497926
7/29/2023,92,Viva La Vida,Coldplay,98,87,48,7/27/2023,68,spotify:track:1mea3bSkSGXuIRvnydlB5b,Coldplay,Parlophone UK,57,76,48,11394231
7/29/2023,97,I Wanna Be Yours,Arctic Monkeys,113,71,46,7/27/2023,25,spotify:track:5XeFesFbtLpXzIVDNQP22n,Arctic Monkeys,Domino Recording Co,20,23,55,16783669
7/29/2023,100,Riptide,Vance Joy,114,100,97,7/27/2023,84,spotify:track:7yq4Qj7cqayVTp3FF9CWbm,Vance Joy,Atlantic Records,81,81,128,10674249
7/29/2023,102,Moonlight,Kali Uchis,115,74,18,7/27/2023,57,spotify:track:0JmnkIqdlnUzPaf8sqBRs3,Kali Uchis,Geffen Records,37,57,20,12759649
7/29/2023,104,Yellow,Coldplay,111,68,119,7/27/2023,66,spotify:track:3AJwUDP919kvQ9QcozQPxg,Coldplay,Parlophone UK,50,66,136,11671694
7/29/2023,106,Shake It Off,Taylor Swift,119,101,18,7/27/2023,189,spotify:track:0cqRj7pUJDkTCEsJkx8snD,Taylor Swift,"Big Machine Records, LLC",143,177,12,7667898
7/29/2023,114,Angels Like You,Miley Cyrus,116,73,13,7/27/2023,50,spotify:track:1daDRI9ahBonbWD8YcxOIB,Miley Cyrus,RCA Records Label,24,46,19,13544641
7/29/2023,115,Lover,Taylor Swift,127,108,17,7/27/2023,108,spotify:track:1dGr1c8CrMLDpV6mPbImSI,Taylor Swift,Taylor Swift,2,101,25,9552350
7/29/2023,116,Me Porto Bonito,Bad Bunny & Chencho Corleone,129,2,63,7/27/2023,88,spotify:track:6Sq7ltF9Qa7SNFBsV5Cogx,"Bad Bunny, Chencho Corleone",Rimas Entertainment LLC,2,88,64,10373727
7/29/2023,117,Take Two,BTS,137,1,6,7/27/2023,190,spotify:track:5IAESfJjmOYu7cHyX557kz,BTS,BIGHIT MUSIC,4,100,7,7649992
7/29/2023,118,Primera Cita,Carin Leon,141,118,3,7/27/2023,95,spotify:track:25OeKzcqakFPaJlXHPE5lm,Carin Leon,Socios Music LLC,95,106,4,10112874
7/29/2023,119,Sweater Weather,The Neighbourhood,134,25,147,7/27/2023,69,spotify:track:2QjOHCTQ1Jl3zawyYOpxh6,The Neighbourhood,Columbia,19,74,152,11328799
7/29/2023,120,Under The Influence,Chris Brown,135,3,52,7/27/2023,156,spotify:track:5IgjP7X4th6nMNDh4akUHb,Chris Brown,Chris Brown Entertainment/RCA Records,6,160,53,8241226
7/29/2023,121,Yandel 150,Yandel & Feid,128,13,28,7/27/2023,97,spotify:track:4FAKtPVycI4DxoOHC01YqD,"Yandel, Feid",La Leyenda LLC,8,79,29,9989899
7/29/2023,122,El Cielo,"Sky Rompiendo, Feid & Myke Towers",130,47,7,7/27/2023,71,spotify:track:4PA1wK0leCjmRZlP5dQ8Lv,"Sky Rompiendo, Feid, Myke Towers",Sony Music Latin,18,51,8,11308727
7/29/2023,127,Tattoo,Loreen,117,15,10,7/27/2023,120,spotify:track:1DmW5Ep6ywYwxc2HMT5BG6,Loreen,Universal Music AB,11,117,11,9204787
